ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,TIPO
3568711,CIRCUITO DEPORTIVO ELEMENTAL,85,LA PAZ,8,FUENCARRAL - EL PARDO,OPERATIVO,440597.41,4481480.16,ETRS89,40.48188796,-3.70085781,CALLE,PEDRO RICO,1,28029,PARQUE NORTE 3 (ANTONIO LOPEZ AGUADO),20103366,3568711-FECHA_INSTALACION-ausente,D0852,AE21,5,DEPORTIVAS
3569210,CIRCUITO DEPORTIVO ELEMENTAL,87,MIRASIERRA,8,FUENCARRAL - EL PARDO,OPERATIVO,438497.36,4482668.09,ETRS89,40.49243631,-3.72574853,CALLE,MARIA DE MAEZTU,108,28049,"CALLE MARIA DE MAEZTU, 108 C/V SENDA DEL INFANTE",31052003,2017-10-09T00:00:00,D0854,AE21,9,DEPORTIVAS
3573005,CIRCUITO DEPORTIVO ELEMENTAL,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,446968.13,4472539.44,ETRS89,40.40177615,-3.62495141,CALLE,LADERA DE LOS ALMENDROS,14E,28032,"LADERA DE LOS ALMENDROS, 000014  E",20151600,2013-10-20T00:00:00,D1950,AE21,12,DEPORTIVAS
3573016,CIRCUITO DEPORTIVO ELEMENTAL,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,447538.38,4471701.76,ETRS89,40.3942659,-3.61816268,AVENIDA,DEMOCRACIA,50,28031,"AVDA DEMOCRACIA, 000050",20165254,3573016-FECHA_INSTALACION-ausente,D1953,AE21,11,DEPORTIVAS
3573208,CIRCUITO DEPORTIVO ELEMENTAL,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,449416.79,4468380.84,ETRS89,40.36446486,-3.59576667,CALLE,MARIA TERESA LEON,1G,28051,"MARIA TERESA LEON, 000001  G",31026567,3573208-FECHA_INSTALACION-ausente,D1854,AE21,3,DEPORTIVAS
3573331,CIRCUITO DEPORTIVO ELEMENTAL,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,448854.01,4469974.4,ETRS89,40.37878646,-3.60252257,CALLE,POZA DE LA SAL,3,28031,"POZA DE LA SAL, 000003",11131688,2013-10-23T00:00:00,D1851,AE21,5,DEPORTIVAS
3573333,CIRCUITO DEPORTIVO ELEMENTAL,181,CASCO HISTORICO DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,446970.232,4469259.493,ETRS89,40.37222835,-3.62465361,CALLE,BABILAFUENTE,2,28031,"BABILAFUENTE, 000002",20170570,2013-10-20T00:00:00,D1853,AE21,4,DEPORTIVAS
3573466,CIRCUITO DEPORTIVO ELEMENTAL,181,CASCO HISTORICO DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,446183.7,4469509.08,ETRS89,40.37442638,-3.63393894,CARRETERA,VILLAVERDE A VALLECAS,289,28031,"CTRA VILLAVERDE A VALLECAS, 000289",20180908,2013-10-20T00:00:00,D1856,AE21,9,DEPORTIVAS
4792795,CIRCUITO DEPORTIVO ELEMENTAL,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,446881.88,4472327.78,ETRS89,40.39986388,-3.6259501,AUTOVIA,M-40,1500EX,28032,"AUTOV M-40, 001500 EX",31031401,2017-12-20T00:00:00,D1954,AE21,8,DEPORTIVAS
4792812,CIRCUITO DEPORTIVO ELEMENTAL,191,CASCO HISTORICO DE VICALVARO,19,VICALVARO,OPERATIVO,449811.48,4473216.06,ETRS89,40.40804785,-3.5914992,CALLE,ABAD JUAN CATALAN,70,28032,"ABAD JUAN CATALAN, 000070",31037333,2017-12-18T00:00:00,D1957,AE21,8,DEPORTIVAS
4795141,CIRCUITO DEPORTIVO ELEMENTAL,134,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,OPERATIVO,446093.72,4470974.62,ETRS89,40.38762311,-3.63512279,AVENIDA,MIGUEL HERNANDEZ,48,28038,"AVDA MIGUEL HERNANDEZ, 000048",20035278,2017-06-08T00:00:00,D1355,AE21,6,DEPORTIVAS
4986445,CIRCUITO DEPORTIVO ELEMENTAL,172,SAN CRISTOBAL,17,VILLAVERDE,OPERATIVO,441299.28,4466363.19,ETRS89,40.34575667,-3.69118256,CALLE,BENIFERRI,2,28021,"BENIFERRI, 000002",11126150,2018-11-30T00:00:00,D1756,AE21,11,DEPORTIVAS
4988362,CIRCUITO DEPORTIVO ELEMENTAL,52,PROSPERIDAD,5,CHAMARTIN,OPERATIVO,443204.75,4476943.93,ETRS89,40.44120593,-3.66969137,CALLE,CORAZON DE MARIA,18,28002,PARQUE PUERTA DE AMERICA,20120209,2018-12-20T00:00:00,D0502,AE21,4,DEPORTIVAS
3568708,CIRCUITO DEPORTIVO ELEMENTAL,97,ARAVACA,9,MONCLOA - ARAVACA,OPERATIVO,433267.98,4478349.75,ETRS89,40.45313183,-3.78699707,CALLE,ESCULTOR PERESEJO,60,28023,"ESCULTOR PERESEJO, 60-6 (PARQUE ARROYO POZUELO)",20063772,2006-01-25T00:00:00,D0950,AE21,11,DEPORTIVAS
3568959,CIRCUITO DEPORTIVO ELEMENTAL,44,GUINDALERA,4,SALAMANCA,OPERATIVO,444014.4,4477014.43,ETRS89,40.44189594,-3.66015134,AVENIDA,BRASILIA,6,28028,"AVENIDA DE BRASILIA, 6",31026007,3568959-FECHA_INSTALACION-ausente,D0451,AE21,6,DEPORTIVAS
3569421,CIRCUITO DEPORTIVO ELEMENTAL,62,CUATRO CAMINOS,6,TETUAN,OPERATIVO,440796.97,4478265.17,ETRS89,40.45294029,-3.69820349,AVENIDA,GENERAL PERON,5,28020,3569421-DIRECCION_AUX-ausente,11029966,2004-01-01T00:00:00,D0652,AE21,9,DEPORTIVAS
3573015,CIRCUITO DEPORTIVO ELEMENTAL,191,CASCO HISTORICO DE VICALVARO,19,VICALVARO,OPERATIVO,449242.72,4473418.81,ETRS89,40.40983987,-3.59821817,PASEO,POLIDEPORTIVO,144,28032,"PASEO POLIDEPORTIVO, 000144",20154043,3573015-FECHA_INSTALACION-ausente,D1951,AE21,11,DEPORTIVAS
3573050,CIRCUITO DEPORTIVO ELEMENTAL,113,SAN ISIDRO,11,CARABANCHEL,OPERATIVO,438262.05,4471523.78,ETRS89,40.39202662,-3.72744201,CALLE,EL TOBOSO,25,28019,"EL TOBOSO, 000025",11073134,3573050-FECHA_INSTALACION-ausente,D1156,AE21,13,DEPORTIVAS
3573330,CIRCUITO DEPORTIVO ELEMENTAL,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,448301.55,4470260.53,ETRS89,40.38133003,-3.60905366,CALLE,ZAZUAR,12,28031,"ZAZUAR, 000012",31011883,2013-10-23T00:00:00,D1850,AE21,10,DEPORTIVAS
3573332,CIRCUITO DEPORTIVO ELEMENTAL,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,448611.62,4469846.57,ETRS89,40.37761997,-3.60536757,CALLE,POZA DE LA SAL,19,28031,"POZA DE LA SAL, 000019",11131700,2013-10-23T00:00:00,D1855,AE21,7,DEPORTIVAS
3573350,CIRCUITO DEPORTIVO ELEMENTAL,181,CASCO HISTORICO DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,447019.82,4469328.46,ETRS89,40.3728528,-3.62407526,CALLE,BABILAFUENTE,1,28031,"BABILAFUENTE, 000001",20170576,2013-10-20T00:00:00,D1852,AE21,11,DEPORTIVAS
4792788,CIRCUITO DEPORTIVO ELEMENTAL,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,447539.09,4472342.72,ETRS89,40.40004013,-3.61820713,CALLE,CORDEL DE PAVONES,9,28032,"CORDEL DE PAVONES, 000009",31006992,4792788-FECHA_INSTALACION-ausente,D1956,AE21,8,DEPORTIVAS
4792806,CIRCUITO DEPORTIVO ELEMENTAL,191,CASCO HISTORICO DE VICALVARO,19,VICALVARO,OPERATIVO,447675.68,4473620.38,ETRS89,40.41155872,-3.61670266,AVENIDA,DAROCA,299,28032,"AVDA DAROCA, 000299",31041868,4792806-FECHA_INSTALACION-ausente,D1955,AE21,7,DEPORTIVAS
4794560,CIRCUITO DEPORTIVO ELEMENTAL,62,CUATRO CAMINOS,6,TETUAN,OPERATIVO,441208.42,4477835.59,ETRS89,40.44909965,-3.69331167,PASEO,CASTELLANA,75 B,28046,4794560-DIRECCION_AUX-ausente,20181752,2018-06-18T00:00:00,D0653,AE21,9,DEPORTIVAS
4985933,CIRCUITO DEPORTIVO ELEMENTAL,181,CASCO HISTORICO DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,446385.04,4468656.83,ETRS89,40.36676172,-3.63149569,CALLE,PERALES DEL RIO,14,28031,"PERALES DEL RIO, 000014",31042406,2018-06-01T00:00:00,D1857,AE21,6,DEPORTIVAS
4988302,CIRCUITO DEPORTIVO ELEMENTAL,194,EL CANAVERAL,19,VICALVARO,OPERATIVO,452083.52,4472894.74,ETRS89,40.40528704,-3.56469903,CALLE,ALTO DEL ESPARRAGAL,214,28052,"ALTO DEL ESPARRAGAL, 000214",31047359,4988302-FECHA_INSTALACION-ausente,D1958,AE21,9,DEPORTIVAS
3740686,CIRCUITO DEPORTIVO ELEMENTAL,52,PROSPERIDAD,5,CHAMARTIN,OPERATIVO,443654.16,4478163.31,ETRS89,40.45222129,-3.66450074,CALLE,PADRE CLARET,38,28002,PARQUE RODIGUEZ DE LA FUENTE,31041818,2017-12-01T00:00:00,D0501,AE21,5,DEPORTIVAS
3971913,CIRCUITO DEPORTIVO ELEMENTAL,124,ALMENDRALES,12,USERA,OPERATIVO,441061.86,4470414.01,ETRS89,40.38223204,-3.69435226,CALLE,ANAFIL,14,28026,"ANAFIL, 000014",31009895,3971913-FECHA_INSTALACION-ausente,D1253,AE21,8,DEPORTIVAS
451353,CIRCUITO DEPORTIVO ELEMENTAL,85,LA PAZ,8,FUENCARRAL - EL PARDO,OPERATIVO,441083.07,4481248.95,ETRS89,40.47983973,-3.6951067,AVENIDA,MONFORTE DE LEMOS,12,28029,PARQUE NORTE,20095292,2015-01-12T00:00:00,D0851,AE21,13,DEPORTIVAS
451521,CIRCUITO DEPORTIVO ELEMENTAL,104,ALUCHE,10,LATINA,OPERATIVO,435282.347,4472326.805,ETRS89,40.3990344,-3.7626298,PASEO,EXTREMADURA,351,28011,"CALLE SESENA, 34",11068877,451521-FECHA_INSTALACION-ausente,D1054,AE21,11,DEPORTIVAS
451542,CIRCUITO DEPORTIVO ELEMENTAL,103,LUCERO,10,LATINA,OPERATIVO,436461.18,4472216.34,ETRS89,40.39813007,-3.7487286,CALLE,CUART DE POBLET,19,28047,PARQUE CUNA VERDE,31016351,2021-06-05T00:00:00,D1056,AE21,10,DEPORTIVAS
5195385,CIRCUITO DEPORTIVO ELEMENTAL,171,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,17,VILLAVERDE,OPERATIVO,439209.51,4466641.08,ETRS89,40.34811041,-3.71581362,CALLE,SULFATO,22E,28021,"SULFATO, 000022  E",20162505,2019-09-25T00:00:00,D1757,AE21,8,DEPORTIVAS
52042,CIRCUITO DEPORTIVO ELEMENTAL,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441938.701,4470854.699,ETRS89,40.38626357,-3.68406303,CALLE,PUERTO DE LA CRUZ VERDE,23,28045,PARQUE ENRIQUE TIERNO GALVAN,20118243,2021-04-05T00:00:00,D0250,AE21,12,DEPORTIVAS
5209117,CIRCUITO DEPORTIVO ELEMENTAL,105,CAMPAMENTO,10,LATINA,OPERATIVO,434271.75,4471852.53,ETRS89,40.39468281,-3.77448864,CALLE,CINE,33,28024,5209117-DIRECCION_AUX-ausente,11066850,2019-08-11T00:00:00,D1058,AE21,3,DEPORTIVAS
52109,CIRCUITO DEPORTIVO ELEMENTAL,113,SAN ISIDRO,11,CARABANCHEL,OPERATIVO,438192.2,4472295.05,ETRS89,40.3989694,-3.72833983,PASEO,ERMITA DEL SANTO,74B,28019,"PASEO ERMITA DEL SANTO, 000074  B",31048276,52109-FECHA_INSTALACION-ausente,D1151,AE21,26,DEPORTIVAS
52111,CIRCUITO DEPORTIVO ELEMENTAL,114,VISTA ALEGRE,11,CARABANCHEL,OPERATIVO,436321.81,4470514.14,ETRS89,40.38278529,-3.75020059,CALLE,FERNANDO DELGADO,8,28047,"FERNANDO DELGADO, 000008",11074893,2021-05-06T00:00:00,D1153,AE21,7,DEPORTIVAS
52122,CIRCUITO DEPORTIVO ELEMENTAL,121,ORCASITAS,12,USERA,OPERATIVO,439068.85,4468763.84,ETRS89,40.36722311,-3.71767252,CALLE,BEASAIN,45,28041,"BEASAIN, 000045",31030933,2013-08-01T00:00:00,D1251,AE21,15,DEPORTIVAS
5224222,CIRCUITO DEPORTIVO ELEMENTAL,171,VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE,17,VILLAVERDE,OPERATIVO,440624.65,4465016.49,ETRS89,40.33357705,-3.69900034,CALLE,TRANSVERSAL SEXTA,20,28021,"TRANSVERSAL SEXTA, 000020",20161828,2019-12-18T00:00:00,D1758,AE21,6,DEPORTIVAS
5653716,AREA DE JUEGOS/ESPECIAL,35,LOS JERONIMOS,3,RETIRO,OPERATIVO,442075.992,4473971.967,ETRS89,40.41435515,-3.68272925,5653716-TIPO_VIA-ausente,5653716-NOM_VIA-ausente,5653716-NUM_VIA-ausente,5653716-COD_POSTAL-ausente,5653716-DIRECCION_AUX-ausente,5653716-NDP-ausente,2014-11-03T00:00:00,5653716-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653737,AREA DE JUEGOS/ESPECIAL,35,LOS JERONIMOS,3,RETIRO,OPERATIVO,442052.286,4473575.217,ETRS89,40.41077938,-3.6829725,5653737-TIPO_VIA-ausente,5653737-NOM_VIA-ausente,5653737-NUM_VIA-ausente,5653737-COD_POSTAL-ausente,5653737-DIRECCION_AUX-ausente,5653737-NDP-ausente,5653737-FECHA_INSTALACION-ausente,5653737-CODIGO_INTERNO-ausente,6,24,DEPORTIVAS
5653825,AREA DE JUEGOS/ESPECIAL,43,FUENTE DEL BERRO,4,SALAMANCA,OPERATIVO,444022.896,4474922.684,ETRS89,40.42305296,-3.65986694,5653825-TIPO_VIA-ausente,5653825-NOM_VIA-ausente,5653825-NUM_VIA-ausente,5653825-COD_POSTAL-ausente,5653825-DIRECCION_AUX-ausente,5653825-NDP-ausente,2014-10-29T00:00:00,5653825-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653881,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439202.418,4478775.355,ETRS89,40.45742112,-3.71705611,5653881-TIPO_VIA-ausente,5653881-NOM_VIA-ausente,5653881-NUM_VIA-ausente,5653881-COD_POSTAL-ausente,5653881-DIRECCION_AUX-ausente,5653881-NDP-ausente,2009-12-29T00:00:00,5653881-CODIGO_INTERNO-ausente,6,3,DEPORTIVAS
5653896,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438897.19,4478964.46,ETRS89,40.45910227,-3.72067395,5653896-TIPO_VIA-ausente,5653896-NOM_VIA-ausente,5653896-NUM_VIA-ausente,5653896-COD_POSTAL-ausente,5653896-DIRECCION_AUX-ausente,5653896-NDP-ausente,2009-12-29T00:00:00,5653896-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653901,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439219.998,4478724.406,ETRS89,40.45696344,-3.71684391,5653901-TIPO_VIA-ausente,5653901-NOM_VIA-ausente,5653901-NUM_VIA-ausente,5653901-COD_POSTAL-ausente,5653901-DIRECCION_AUX-ausente,5653901-NDP-ausente,2009-12-29T00:00:00,5653901-CODIGO_INTERNO-ausente,6,2,DEPORTIVAS
5653905,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,439076.979,4478382.736,ETRS89,40.45387507,-3.71849777,5653905-TIPO_VIA-ausente,5653905-NOM_VIA-ausente,5653905-NUM_VIA-ausente,5653905-COD_POSTAL-ausente,5653905-DIRECCION_AUX-ausente,5653905-NDP-ausente,5653905-FECHA_INSTALACION-ausente,5653905-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653909,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438967.331,4478495.705,ETRS89,40.4548847,-3.71980167,5653909-TIPO_VIA-ausente,5653909-NOM_VIA-ausente,5653909-NUM_VIA-ausente,5653909-COD_POSTAL-ausente,5653909-DIRECCION_AUX-ausente,5653909-NDP-ausente,5653909-FECHA_INSTALACION-ausente,5653909-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653924,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438790.056,4478480.258,ETRS89,40.45473251,-3.72189076,5653924-TIPO_VIA-ausente,5653924-NOM_VIA-ausente,5653924-NUM_VIA-ausente,5653924-COD_POSTAL-ausente,5653924-DIRECCION_AUX-ausente,5653924-NDP-ausente,2009-12-29T00:00:00,5653924-CODIGO_INTERNO-ausente,6,2,DEPORTIVAS
5653942,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,5653942-COD_DISTRITO-ausente,MONCLOA - ARAVACA,OPERATIVO,438675.604,4478433.465,ETRS89,40.45430254,-3.72323595,5653942-TIPO_VIA-ausente,5653942-NOM_VIA-ausente,5653942-NUM_VIA-ausente,5653942-COD_POSTAL-ausente,5653942-DIRECCION_AUX-ausente,5653942-NDP-ausente,2009-12-29T00:00:00,5653942-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653960,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438599.065,4478404.846,ETRS89,40.45403908,-3.72413578,5653960-TIPO_VIA-ausente,5653960-NOM_VIA-ausente,5653960-NUM_VIA-ausente,5653960-COD_POSTAL-ausente,5653960-DIRECCION_AUX-ausente,5653960-NDP-ausente,2009-12-29T00:00:00,5653960-CODIGO_INTERNO-ausente,6,3,DEPORTIVAS
5653965,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438568.502,4478407.44,ETRS89,40.45406019,-3.72449645,5653965-TIPO_VIA-ausente,5653965-NOM_VIA-ausente,5653965-NUM_VIA-ausente,5653965-COD_POSTAL-ausente,5653965-DIRECCION_AUX-ausente,5653965-NDP-ausente,5653965-FECHA_INSTALACION-ausente,5653965-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653971,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438662.648,4478554.53,ETRS89,40.45539219,-3.72340043,5653971-TIPO_VIA-ausente,5653971-NOM_VIA-ausente,5653971-NUM_VIA-ausente,5653971-COD_POSTAL-ausente,5653971-DIRECCION_AUX-ausente,5653971-NDP-ausente,5653971-FECHA_INSTALACION-ausente,5653971-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5653995,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438668.244,4478615.665,ETRS89,40.45594333,-3.72334034,5653995-TIPO_VIA-ausente,5653995-NOM_VIA-ausente,5653995-NUM_VIA-ausente,5653995-COD_POSTAL-ausente,5653995-DIRECCION_AUX-ausente,5653995-NDP-ausente,2009-12-29T00:00:00,5653995-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654012,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438593.602,4478711.641,ETRS89,40.4568024,-3.72422988,5654012-TIPO_VIA-ausente,5654012-NOM_VIA-ausente,5654012-NUM_VIA-ausente,5654012-COD_POSTAL-ausente,5654012-DIRECCION_AUX-ausente,5654012-NDP-ausente,2009-12-29T00:00:00,5654012-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654016,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438655.272,4478772.337,ETRS89,40.45735373,-3.72350846,5654016-TIPO_VIA-ausente,5654016-NOM_VIA-ausente,5654016-NUM_VIA-ausente,5654016-COD_POSTAL-ausente,5654016-DIRECCION_AUX-ausente,5654016-NDP-ausente,5654016-FECHA_INSTALACION-ausente,5654016-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654025,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438599.394,4478920.47,ETRS89,40.45868404,-3.72418177,5654025-TIPO_VIA-ausente,5654025-NOM_VIA-ausente,5654025-NUM_VIA-ausente,5654025-COD_POSTAL-ausente,5654025-DIRECCION_AUX-ausente,5654025-NDP-ausente,2009-12-29T00:00:00,5654025-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654045,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438485.609,4478957.395,ETRS89,40.45900826,-3.72552727,5654045-TIPO_VIA-ausente,5654045-NOM_VIA-ausente,5654045-NUM_VIA-ausente,5654045-COD_POSTAL-ausente,5654045-DIRECCION_AUX-ausente,5654045-NDP-ausente,5654045-FECHA_INSTALACION-ausente,5654045-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654053,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438473.254,4479011.271,ETRS89,40.45949268,-3.7256782,5654053-TIPO_VIA-ausente,5654053-NOM_VIA-ausente,5654053-NUM_VIA-ausente,5654053-COD_POSTAL-ausente,5654053-DIRECCION_AUX-ausente,5654053-NDP-ausente,5654053-FECHA_INSTALACION-ausente,5654053-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
5654057,AREA DE JUEGOS/ESPECIAL,93,CIUDAD UNIVERSITARIA,9,MONCLOA - ARAVACA,OPERATIVO,438593.46,4479061.258,ETRS89,40.45995187,-3.72426538,5654057-TIPO_VIA-ausente,5654057-NOM_VIA-ausente,5654057-NUM_VIA-ausente,5654057-COD_POSTAL-ausente,5654057-DIRECCION_AUX-ausente,5654057-NDP-ausente,5654057-FECHA_INSTALACION-ausente,5654057-CODIGO_INTERNO-ausente,6,1,DEPORTIVAS
4990656,CIRCUITO DEPORTIVO ELEMENTAL,44,GUINDALERA,4,SALAMANCA,OPERATIVO,444017.17,4476843.83,ETRS89,40.44035927,-3.66010364,AVENIDA,BRASILIA,4,28028,PARQUE LAS AVENIDAS,31026006,2019-01-14T00:00:00,D0452,AE21,15,DEPORTIVAS
3963526,CIRCUITO DEPORTIVO ELEMENTAL,173,BUTARQUE,17,VILLAVERDE,OPERATIVO,442618.92,4466792.66,ETRS89,40.34971742,-3.67568386,AVENIDA,LOS ROSALES,116,28021,"AVDA LOS ROSALES, 000116",31005158,2013-12-18T00:00:00,D1752,AE21,15,DEPORTIVAS
451351,CIRCUITO DEPORTIVO ELEMENTAL,85,LA PAZ,8,FUENCARRAL - EL PARDO,OPERATIVO,441321.5,4481281.73,ETRS89,40.48015191,-3.69229691,AVENIDA,MONFORTE DE LEMOS,8,28029,451351-DIRECCION_AUX-ausente,20095286,2014-01-12T00:00:00,D0850,AE21,3,DEPORTIVAS
451442,CIRCUITO DEPORTIVO ELEMENTAL,107,AGUILAS,10,LATINA,OPERATIVO,435373.69,4469890.54,ETRS89,40.37709464,-3.76130634,CALLE,ROMPEDIZO,15,28044,451442-DIRECCION_AUX-ausente,31008043,2004-01-01T00:00:00,D1053,AE21,6,DEPORTIVAS
451531,CIRCUITO DEPORTIVO ELEMENTAL,101,LOS CARMENES,10,LATINA,OPERATIVO,438156.422,4472917.16,ETRS89,40.40457098,-3.72882185,AVENIDA,CAPRICHOS,14,28011,PARQUE CARAMUEL,20148982,2004-01-01T00:00:00,D1055,AE21,6,DEPORTIVAS
451569,CIRCUITO DEPORTIVO ELEMENTAL,101,LOS CARMENES,10,LATINA,OPERATIVO,437386.83,4472392.48,ETRS89,40.39978692,-3.73783911,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,5,28047,451569-DIRECCION_AUX-ausente,31012806,451569-FECHA_INSTALACION-ausente,D1051,AE21,3,DEPORTIVAS
5197210,CIRCUITO DEPORTIVO ELEMENTAL,71,GAZTAMBIDE,7,CHAMBERI,OPERATIVO,439610.46,4476075.54,ETRS89,40.43312983,-3.71198727,CALLE,MELENDEZ VALDES,32,28015,5197210-DIRECCION_AUX-ausente,20013208,5197210-FECHA_INSTALACION-ausente,D0701,AE21,5,DEPORTIVAS
52070,CIRCUITO DEPORTIVO ELEMENTAL,65,VALDEACEDERAS,6,TETUAN,OPERATIVO,439810.18,4479701.69,ETRS89,40.46581015,-3.70997645,PARQUE,AGUSTIN RODRIGUEZ SAHAGUN,52070-NUM_VIA-ausente,52070-COD_POSTAL-ausente,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,31028439,52070-FECHA_INSTALACION-ausente,D0650,AE21,19,DEPORTIVAS
52108,CIRCUITO DEPORTIVO ELEMENTAL,117,ABRANTES,11,CARABANCHEL,OPERATIVO,438845.589,4469702.123,ETRS89,40.37565929,-3.72039199,AVENIDA,PRINCESA JUANA DE AUSTRIA,43,28021,"AVDA PRINCESA JUANA DE AUSTRIA, 000043",20026320,2021-04-30T00:00:00,D1150,AE21,36,DEPORTIVAS
52110,CIRCUITO DEPORTIVO ELEMENTAL,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,437755.39,4469213.21,ETRS89,40.37117422,-3.73318568,AVENIDA,EURO,12A,28054,"AVDA EURO, 000012  A",31045888,2021-06-05T00:00:00,D1152,AE21,16,DEPORTIVAS
52121,CIRCUITO DEPORTIVO ELEMENTAL,127,PRADOLONGO,12,USERA,OPERATIVO,440129.74,4469313.67,ETRS89,40.37225314,-3.70522945,AVENIDA,POBLADOS,169,28041,"AVDA POBLADOS, 000169",31007159,2013-08-01T00:00:00,D1250,AE21,16,DEPORTIVAS
52123,CIRCUITO DEPORTIVO ELEMENTAL,121,ORCASITAS,12,USERA,OPERATIVO,439874.08,4468712.14,ETRS89,40.36681583,-3.70818401,CALLE,SIMCA,4,28041,"SIMCA, 000004",31002263,2013-08-01T00:00:00,D1252,AE21,6,DEPORTIVAS
5246180,AREA DE JUEGOS/ESPECIAL,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,OPERATIVO,435814.0,4473808.71,ETRS89,40.41242511,-3.7565148,PASEO,PASEO PUERTA DEL ANGEL,1,28011,5246180-DIRECCION_AUX-ausente,5246180-NDP-ausente,5246180-FECHA_INSTALACION-ausente,5246180-CODIGO_INTERNO-ausente,6,2,DEPORTIVAS
